"TransactionAmount","TransactionDuration","LoginAttempts","AccountBalance","CustomerAge","TransactionType","Location","Channel"
"74.04","66","1","1690.23","18","Debit","Memphis","Online"
"197.18","135","1","3114.92","28","Debit","Tucson","Online"
"21.15","180","1","3466.74","70","Debit","Columbus","Branch"
"218.37","105","1","9942.24","62","Debit","Houston","ATM"
"590.01","140","3","9791.74","29","Debit","San Jose","Online"
"697.82","153","1","6824.0","44","Debit","New York","Online"
"302.76","88","3","8583.39","38","Debit","Sacramento","ATM"
"148.0","35","1","1488.65","20","Debit","Tucson","Branch"
"22.26","56","1","5583.88","19","Debit","San Antonio","Branch"
"0.86","139","1","1357.22","25","Debit","Colorado Springs","ATM"
"757.1","203","1","10553.23","65","Debit","Atlanta","Branch"
"38.81","145","1","1619.6","25","Credit","Virginia Beach","Online"
"76.51","120","4","9475.4","49","Credit","Mesa","Online"
"32.46","10","1","8656.18","31","Debit","Charlotte","Online"
"1022.75","158","1","207.74","62","Credit","San Jose","Branch"
"20.64","59","1","949.38","22","Debit","Charlotte","Branch"
"662.11","219","1","1996.38","23","Debit","Atlanta","Branch"
"288.77","110","1","8836.51","55","Debit","Los Angeles","ATM"
"35.05","105","1","14330.47","30","Debit","Boston","Branch"
"214.73","26","1","5368.42","46","Credit","Los Angeles","ATM"
"25.38","66","1","8616.05","57","Debit","Louisville","Branch"
"617.66","40","1","5906.58","41","Debit","Memphis","ATM"
"446.39","77","1","7863.6","63","Debit","Houston","ATM"
"377.92","204","1","2254.71","33","Debit","Raleigh","Branch"
"11.04","43","1","6983.04","30","Debit","Phoenix","Online"
"275.46","67","1","9697.75","36","Debit","Fort Worth","ATM"
"179.76","81","1","5909.52","78","Debit","Philadelphia","Online"
"32.34","45","1","7847.62","44","Debit","Kansas City","Branch"
"273.92","109","1","4543.56","79","Debit","Portland","Branch"
"375.45","32","1","1307.23","19","Debit","Fort Worth","Branch"
"388.98","155","1","1819.91","23","Debit","Fresno","ATM"
"492.84","38","1","577.67","25","Debit","Indianapolis","ATM"
"148.85","25","1","7802.36","57","Debit","Mesa","ATM"
"119.95","47","5","2596.61","62","Credit","Philadelphia","Branch"
"391.66","103","1","2406.31","50","Debit","Fresno","Branch"
"185.99","53","1","402.45","41","Credit","Fresno","Branch"
"322.48","57","1","1238.43","27","Debit","Jacksonville","ATM"
"20.27","22","1","796.35","18","Debit","Miami","Branch"
"280.61","129","3","7888.76","47","Debit","Mesa","ATM"
"199.02","269","1","4658.89","61","Debit","Houston","ATM"
"104.23","108","1","5009.29","63","Credit","Louisville","Online"
"353.59","109","5","1822.34","52","Credit","New York","Branch"
"55.86","68","1","5346.46","39","Debit","Seattle","Online"
"10.77","178","1","10704.95","31","Debit","Indianapolis","ATM"
"95.55","51","1","2434.74","33","Debit","Louisville","Branch"
"477.07","278","1","6568.07","27","Debit","Columbus","Online"
"9.1","63","1","2791.45","52","Credit","San Francisco","Online"
"21.41","99","1","658.91","57","Debit","Louisville","Online"
"278.28","26","1","1346.88","28","Debit","Jacksonville","Branch"
"388.1","40","1","3022.12","73","Credit","Los Angeles","Online"
"215.39","216","1","1582.55","27","Debit","Detroit","ATM"
"194.37","161","1","14395.88","66","Debit","Milwaukee","ATM"
"37.7","109","1","1741.1","20","Debit","Miami","ATM"
"19.59","122","1","1061.69","64","Debit","Charlotte","Branch"
"81.35","103","1","7192.45","41","Debit","Houston","Online"
"314.54","228","1","9923.45","58","Credit","Virginia Beach","Branch"
"466.64","11","1","10915.11","58","Debit","Las Vegas","ATM"
"397.01","100","1","719.52","22","Debit","Los Angeles","ATM"
"472.48","87","1","7128.82","55","Debit","New York","Branch"
"67.15","14","1","9028.49","59","Debit","Indianapolis","Online"
"102.67","119","1","4656.94","79","Debit","Albuquerque","Branch"
"460.09","146","3","6990.64","35","Credit","Fresno","Online"
"453.49","147","1","6366.43","66","Debit","Seattle","Branch"
"267.17","170","1","1382.62","26","Debit","Seattle","ATM"
"111.26","43","1","14350.11","66","Debit","Boston","ATM"
"121.17","158","1","12990.77","68","Debit","Phoenix","ATM"
"213.28","94","1","4835.91","51","Debit","Mesa","Branch"
"187.88","180","1","2154.58","60","Debit","Nashville","ATM"
"471.88","141","1","14833.34","34","Credit","San Jose","Online"
"83.79","47","1","5061.3","57","Debit","Nashville","ATM"
"212.14","105","1","7225.06","72","Debit","Austin","Branch"
"99.16","202","1","2607.58","79","Debit","San Francisco","Online"
"839.33","86","1","11538.97","60","Credit","Louisville","Branch"
"29.91","43","3","2834.84","76","Credit","Philadelphia","Online"
"4.24","38","1","7822.73","38","Debit","San Diego","Online"
"50.29","64","1","7604.9","58","Credit","Raleigh","Online"
"135.85","269","1","1480.39","57","Debit","Fresno","Online"
"368.53","34","1","13696.31","68","Debit","Raleigh","Branch"
"17.95","135","1","12344.9","64","Credit","Sacramento","Branch"
"127.8","47","1","8630.99","31","Credit","Virginia Beach","Branch"
"16.73","48","1","2202.62","45","Debit","Houston","Online"
"317.12","80","1","14409.74","44","Debit","Fort Worth","Branch"
"476.63","115","1","4894.25","79","Debit","Charlotte","ATM"
"156.58","160","1","8981.61","24","Debit","Portland","Branch"
"55.12","261","1","3791.99","34","Credit","Houston","Online"
"15.74","38","1","690.16","27","Debit","Denver","Branch"
"353.68","145","1","6777.12","70","Debit","Las Vegas","Online"
"297.15","178","1","5449.37","76","Debit","Phoenix","Online"
"647.85","121","1","13779.97","36","Debit","Omaha","Branch"
"75.04","178","1","9648.6","49","Debit","El Paso","ATM"
"273.92","35","1","1029.15","28","Debit","Virginia Beach","Online"
"215.8","66","1","3656.62","51","Credit","Jacksonville","Branch"
"963.77","248","1","6710.51","41","Debit","Louisville","ATM"
"420.6","55","1","1778.75","26","Debit","Louisville","Branch"
"688.36","22","1","5191.13","23","Credit","Memphis","Branch"
"285.18","150","1","14847.97","55","Credit","Sacramento","Branch"
"213.55","15","1","5238.37","63","Debit","Boston","ATM"
"463.11","159","1","10238.82","51","Credit","Las Vegas","Branch"
"150.03","176","1","7491.42","73","Debit","Columbus","ATM"
"428.61","131","1","2116.36","51","Debit","Fresno","Branch"
"309.56","147","1","972.04","58","Debit","Charlotte","Online"
"377.08","71","1","6430.86","26","Credit","Mesa","Branch"
"77.25","157","1","14077.97","68","Debit","Virginia Beach","Branch"
"146.92","272","1","3990.6","64","Debit","Portland","ATM"
"126.6","146","1","961.65","22","Debit","San Antonio","Branch"
"101.34","46","1","703.26","24","Debit","Boston","ATM"
"184.97","268","1","1156.67","58","Debit","Denver","Branch"
"451.15","175","1","1356.47","46","Debit","Colorado Springs","ATM"
"516.47","94","1","1305.06","25","Credit","Charlotte","ATM"
"880.04","29","1","261.97","25","Debit","Sacramento","ATM"
"353.69","163","1","9500.79","59","Debit","San Jose","Online"
"66.69","140","1","1210.33","25","Credit","San Antonio","Branch"
"95.75","169","1","337.62","31","Debit","Los Angeles","Branch"
"43.91","86","1","1806.68","27","Debit","Albuquerque","Online"
"98.03","165","1","6323.45","54","Debit","El Paso","Branch"
"617.66","128","1","7155.95","42","Debit","Boston","ATM"
"888.57","102","1","7896.14","62","Debit","San Antonio","Online"
"107.48","129","1","591.23","22","Debit","Omaha","Branch"
"36.57","69","1","2583.07","62","Debit","Omaha","ATM"
"575.62","129","1","234.41","43","Debit","Oklahoma City","Online"
"84.89","70","1","4735.61","37","Debit","San Jose","ATM"
"832.3","86","1","6617.52","69","Credit","Austin","Branch"
"180.65","38","5","816.01","22","Debit","Charlotte","Branch"
"7.76","84","1","7393.11","52","Credit","Las Vegas","Online"
"109.3","27","1","13510.11","56","Debit","Fort Worth","Branch"
"230.08","124","1","4466.1","79","Debit","Austin","Online"
"361.92","111","1","7474.31","54","Debit","Detroit","ATM"
"71.29","55","2","7225.63","68","Debit","Chicago","ATM"
"122.45","98","1","7255.49","46","Debit","New York","Branch"
"642.53","128","1","11417.91","65","Debit","Mesa","ATM"
"62.86","31","1","1040.43","25","Debit","Houston","Branch"
"175.21","69","1","6039.04","69","Credit","Mesa","ATM"
"168.0","11","1","3498.58","32","Credit","Tucson","Branch"
"11.46","73","1","6628.75","67","Debit","Chicago","Online"
"382.07","147","1","10156.09","62","Credit","Omaha","Branch"
"13.48","20","3","521.88","18","Debit","Las Vegas","Online"
"65.32","54","1","9165.02","28","Debit","Mesa","ATM"
"83.07","291","4","6704.76","27","Debit","Miami","Branch"
"730.1","93","1","6384.05","77","Credit","Chicago","Branch"
"85.31","27","1","6095.65","62","Debit","Kansas City","ATM"
"726.61","277","1","1008.76","18","Debit","Phoenix","ATM"
"130.4","63","1","4381.24","45","Debit","Raleigh","Branch"
"68.1","47","1","1382.8","20","Debit","Milwaukee","ATM"
"65.26","72","1","7380.63","26","Debit","Sacramento","Branch"
"191.62","51","1","1981.67","63","Debit","Jacksonville","Branch"
"212.88","122","1","7036.72","39","Debit","Fresno","Online"
"88.38","138","1","3707.82","30","Debit","Virginia Beach","ATM"
"48.77","51","1","2040.16","42","Credit","Austin","Online"
"289.1","206","1","267.53","27","Debit","Baltimore","ATM"
"390.09","49","1","2617.23","26","Debit","El Paso","Online"
"48.29","242","1","8883.4","37","Debit","San Diego","Online"
"333.83","135","1","1660.66","63","Debit","Fresno","ATM"
"1074.29","79","1","2011.6","67","Debit","Portland","Branch"
"100.27","51","1","4309.9","79","Debit","Miami","Online"
"44.54","164","1","362.4","31","Debit","San Antonio","ATM"
"1156.18","40","1","836.69","52","Credit","Phoenix","Online"
"82.17","21","1","1913.06","28","Debit","Fort Worth","Branch"
"1045.45","150","1","563.46","19","Debit","Baltimore","Online"
"447.42","65","1","6133.22","32","Debit","Charlotte","Online"
"590.26","48","1","1068.28","25","Credit","Austin","Branch"
"192.73","157","1","2037.75","71","Debit","Milwaukee","Branch"
"146.01","269","1","221.79","26","Debit","San Francisco","Online"
"136.05","63","3","1127.54","24","Debit","Atlanta","Online"
"11.57","64","1","2061.61","56","Credit","New York","Branch"
"102.34","78","1","9326.28","51","Debit","San Antonio","Online"
"7.82","273","1","2240.49","36","Debit","Boston","ATM"
"79.43","72","1","6579.37","74","Debit","Dallas","ATM"
"386.97","137","1","1876.35","58","Debit","Raleigh","Branch"
"51.22","82","1","1664.59","23","Debit","Fresno","Branch"
"256.05","35","1","6910.18","54","Debit","Nashville","ATM"
"7.79","298","1","1319.85","34","Debit","Los Angeles","Branch"
"233.71","11","1","6095.5","63","Debit","Louisville","Branch"
"176.37","126","1","2420.86","55","Debit","Boston","Branch"
"122.63","153","1","359.06","21","Debit","Milwaukee","Branch"
"86.41","125","1","3128.71","75","Debit","Fresno","ATM"
"21.57","71","1","7587.48","54","Debit","San Francisco","ATM"
"82.67","46","1","290.59","26","Debit","Milwaukee","Branch"
"451.35","223","1","7707.96","47","Credit","Baltimore","Branch"
"299.42","53","1","4735.41","63","Credit","San Jose","Branch"
"543.47","122","1","6165.03","18","Debit","Los Angeles","ATM"
"346.76","116","1","1637.75","21","Credit","San Jose","Branch"
"47.48","66","1","585.52","24","Debit","El Paso","Branch"
"64.92","236","1","5481.76","58","Debit","Atlanta","Branch"
"350.72","48","1","1982.9","28","Credit","Fresno","ATM"
"3.8","174","1","5766.96","65","Debit","Charlotte","Online"
"22.54","42","1","7139.11","26","Debit","El Paso","Online"
"767.14","38","1","4732.57","62","Credit","Mesa","Branch"
"167.47","103","1","2293.13","35","Debit","Sacramento","ATM"
"43.65","212","1","2870.67","30","Credit","Charlotte","Branch"
"391.08","105","1","6885.16","56","Debit","Fresno","Online"
"390.77","34","1","5500.56","44","Debit","Portland","Online"
"508.16","131","1","5609.44","39","Debit","Mesa","ATM"
"36.76","108","1","1228.93","65","Credit","Philadelphia","Online"
"332.33","101","1","192.63","27","Debit","Kansas City","ATM"
"362.09","31","1","6590.28","32","Debit","New York","Branch"
"42.58","80","1","13485.0","30","Debit","San Jose","Online"
"122.35","188","1","6472.5","53","Credit","Atlanta","Branch"
"248.66","113","1","2571.39","28","Debit","Chicago","Online"
"461.25","171","1","676.1","54","Credit","Sacramento","Online"
"61.77","49","1","12352.2","56","Debit","Charlotte","Branch"
"268.92","148","1","8765.38","29","Debit","Chicago","Branch"
"303.97","77","5","1590.88","24","Debit","Fort Worth","Online"
"219.02","68","1","7375.73","54","Credit","San Diego","Online"
"125.14","31","1","1845.18","20","Debit","Baltimore","Branch"
"47.6","115","1","1382.51","53","Debit","Austin","Online"
"592.82","248","1","7508.98","74","Debit","Memphis","Online"
"372.5","211","1","3901.82","22","Debit","Nashville","ATM"
"4.72","20","1","4792.01","32","Debit","Fort Worth","Branch"
"144.93","74","1","6887.52","42","Debit","Fresno","Branch"
"316.56","261","1","8643.51","28","Debit","Denver","Online"
"9.18","140","1","887.32","22","Debit","San Francisco","Online"
"421.25","66","1","7174.69","25","Debit","Fort Worth","Online"
"185.71","194","1","2679.91","48","Debit","Virginia Beach","Branch"
"1432.02","138","1","4315.07","60","Debit","Louisville","Branch"
"26.27","177","1","8853.93","45","Credit","Portland","Online"
"297.03","151","1","1088.62","61","Debit","Austin","Online"
"341.67","96","5","1442.29","53","Debit","Omaha","Branch"
"99.52","127","1","3798.09","52","Debit","San Diego","ATM"
"881.1","16","1","9951.68","28","Debit","Phoenix","Branch"
"139.69","180","1","9567.94","52","Debit","Indianapolis","Online"
"42.72","143","1","2669.66","37","Debit","Nashville","ATM"
"112.72","17","1","9630.0","31","Debit","Washington","Branch"
"568.88","105","1","1307.86","19","Debit","Nashville","Branch"
"189.03","50","1","1916.46","28","Debit","Oklahoma City","ATM"
"199.8","163","1","167.28","20","Debit","Detroit","ATM"
"189.08","238","1","10790.8","68","Debit","Miami","Branch"
"958.9","135","1","9977.49","31","Debit","Memphis","Branch"
"409.59","50","1","14563.02","35","Debit","Albuquerque","Online"
"349.34","245","1","614.14","28","Credit","Indianapolis","ATM"
"283.15","180","1","603.79","24","Debit","Baltimore","Online"
"151.82","105","1","2197.12","51","Debit","Chicago","ATM"
"438.59","103","1","8994.39","37","Debit","San Jose","Online"
"590.57","93","1","3224.6","79","Debit","Milwaukee","ATM"
"63.74","31","1","4336.4","63","Debit","Chicago","Online"
"77.02","132","1","800.83","59","Credit","Miami","Online"
"501.15","208","1","8821.84","47","Debit","Phoenix","Branch"
"917.81","75","2","3173.17","64","Debit","Kansas City","ATM"
"8.95","102","1","3299.84","76","Debit","Oklahoma City","Online"
"173.6","160","1","421.44","21","Debit","Austin","Online"
"149.4","123","1","1035.22","53","Debit","Chicago","ATM"
"388.21","237","1","9724.49","53","Credit","Columbus","Branch"
"484.3","230","3","7910.3","61","Credit","Boston","Online"
"126.04","167","1","6041.69","65","Credit","Charlotte","Branch"
"52.04","31","1","8436.12","50","Credit","Colorado Springs","Branch"
"389.7","216","1","7125.15","62","Credit","Austin","Branch"
"161.1","104","1","239.12","19","Credit","Miami","ATM"
"309.77","137","1","4378.14","67","Credit","San Antonio","Online"
"838.57","273","1","14576.47","41","Debit","Phoenix","ATM"
"202.55","34","2","701.73","21","Debit","Dallas","ATM"
"724.18","134","1","10922.78","41","Debit","Fort Worth","Branch"
"124.98","78","1","642.0","24","Debit","Washington","ATM"
"487.32","164","1","7707.96","52","Debit","Kansas City","Branch"
"635.91","78","1","13267.09","46","Credit","Jacksonville","Branch"
"205.65","144","1","3582.16","62","Debit","Houston","Branch"
"39.41","132","1","921.91","25","Debit","Louisville","Branch"
"254.0","63","1","5788.53","35","Debit","Nashville","Branch"
"436.8","213","1","4515.43","36","Debit","Houston","Branch"
"224.73","63","1","7551.89","76","Debit","Miami","Branch"
"752.69","115","1","14489.69","65","Credit","Dallas","ATM"
"78.5","41","1","13991.5","31","Credit","San Jose","Branch"
"50.0","87","1","185.87","53","Credit","Jacksonville","ATM"
"132.42","164","1","726.39","18","Debit","Denver","ATM"
"11.67","105","1","7458.63","76","Debit","Fort Worth","Branch"
"83.16","177","1","3065.87","61","Debit","Los Angeles","ATM"
"149.02","176","1","9379.72","46","Credit","Fort Worth","Branch"
"74.27","148","1","13696.61","59","Credit","Memphis","Online"
"876.57","118","1","3743.63","62","Credit","Portland","ATM"
"615.58","133","1","14343.0","42","Debit","Jacksonville","ATM"
"643.03","52","1","2882.16","36","Credit","Jacksonville","Online"
"7.95","65","1","5631.2","79","Debit","Phoenix","ATM"
"270.92","143","1","4574.43","77","Credit","Louisville","Branch"
"499.48","133","1","1242.62","24","Debit","Charlotte","ATM"
"841.5","287","1","352.31","25","Credit","Atlanta","Branch"
"138.82","53","1","3100.22","77","Debit","Fort Worth","Online"
"231.46","83","1","4707.24","60","Credit","Miami","Branch"
"292.08","32","1","7950.48","72","Debit","Columbus","ATM"
"63.98","258","1","7954.12","54","Debit","Baltimore","Online"
"235.21","74","1","5946.61","67","Debit","Boston","Branch"
"201.73","78","1","6650.71","57","Debit","Baltimore","Online"
"161.31","13","1","1268.67","28","Debit","Nashville","ATM"
"18.41","168","1","8287.54","53","Debit","Atlanta","Branch"
"471.75","41","1","12948.5","34","Credit","San Jose","Branch"
"290.02","246","1","4746.71","55","Debit","Milwaukee","Branch"
"48.05","38","1","5334.97","27","Debit","New York","Branch"
"359.42","30","1","1765.45","55","Debit","Baltimore","Branch"
"32.91","255","1","427.3","19","Debit","Fort Worth","Online"
"3.8","140","1","6285.39","67","Debit","Denver","Branch"
"31.81","149","1","1406.6","51","Debit","Fort Worth","Online"
"220.2","102","1","1075.15","28","Debit","Boston","Online"
"476.03","99","1","5958.34","77","Credit","Houston","Branch"
"141.91","49","1","791.97","23","Debit","Miami","Branch"
"95.83","91","1","1726.4","27","Debit","Washington","Online"
"51.15","199","1","8992.25","46","Credit","Los Angeles","Branch"
"1192.2","103","5","7816.41","60","Credit","Jacksonville","Branch"
"50.75","185","1","8271.47","62","Debit","Boston","ATM"
"185.07","159","1","636.42","22","Debit","Colorado Springs","Branch"
"293.54","45","1","2290.1","40","Debit","Sacramento","Online"
"23.38","89","1","9968.49","32","Debit","Memphis","Branch"
"285.26","93","1","167.72","28","Debit","Atlanta","ATM"
"129.48","179","1","7581.7","31","Debit","Seattle","ATM"
"743.03","174","1","4111.38","50","Debit","New York","ATM"
"297.86","96","1","1680.14","28","Credit","Milwaukee","ATM"
"231.92","12","1","5715.08","66","Debit","Indianapolis","ATM"
"295.82","46","1","5897.73","47","Credit","Chicago","Branch"
"302.86","275","1","5239.24","55","Debit","Los Angeles","Online"
"81.08","56","1","7788.91","58","Debit","Omaha","ATM"
"775.6","158","1","3898.64","79","Credit","Mesa","Branch"
"178.43","136","1","1214.93","26","Debit","Baltimore","Branch"
"211.91","181","1","927.47","20","Debit","Indianapolis","Online"
"17.21","219","1","914.16","23","Debit","Omaha","Online"
"124.22","172","1","9695.04","23","Debit","Charlotte","ATM"
"38.37","135","1","8647.04","63","Debit","San Antonio","ATM"
"269.79","17","1","1292.1","52","Debit","San Jose","ATM"
"605.42","33","1","392.34","21","Debit","Mesa","ATM"
"11.19","40","1","9877.17","60","Debit","Austin","ATM"
"29.19","41","1","12059.85","58","Credit","Nashville","Branch"
"701.7","64","1","6643.24","61","Credit","Seattle","Online"
"862.34","72","1","9903.48","57","Debit","Kansas City","Branch"
"410.97","45","1","151.42","22","Debit","Los Angeles","ATM"
"36.97","79","1","2850.92","41","Debit","Virginia Beach","Branch"
"137.59","95","1","10679.67","30","Debit","Nashville","ATM"
"168.11","12","1","10652.13","51","Credit","New York","Online"
"430.98","93","1","569.25","24","Debit","Baltimore","Branch"
"13.87","20","1","954.83","24","Debit","Phoenix","Branch"
"642.68","66","1","1831.2","76","Debit","Jacksonville","ATM"
"175.07","169","2","9274.64","28","Debit","Las Vegas","Online"
"302.82","175","1","9384.54","36","Debit","Jacksonville","ATM"
"1647.74","52","1","1483.84","67","Debit","Louisville","ATM"
"406.81","84","1","1968.36","66","Debit","New York","Online"
"256.3","172","1","4203.05","53","Debit","New York","Online"
"80.96","97","1","959.94","19","Credit","Jacksonville","Online"
"95.78","27","1","271.64","22","Debit","Atlanta","Online"
"379.54","118","1","12571.76","41","Credit","Indianapolis","Branch"
"903.19","65","1","8627.08","22","Debit","El Paso","Online"
"142.19","27","4","524.46","18","Debit","Houston","Branch"
"847.45","175","1","422.32","28","Debit","Jacksonville","Branch"
"295.18","31","1","12961.53","66","Credit","Dallas","Branch"
"18.46","213","1","6381.6","68","Debit","Charlotte","Branch"
"603.23","48","1","117.98","28","Debit","Detroit","Branch"
"54.5","147","1","1715.22","57","Credit","Philadelphia","Branch"
"414.77","274","1","5599.81","29","Debit","San Francisco","Online"
"886.19","69","1","7904.24","61","Debit","Colorado Springs","Branch"
"440.03","88","1","1490.44","49","Debit","San Jose","Online"
"35.46","285","1","1532.72","56","Debit","Nashville","ATM"
"76.39","219","1","5976.0","18","Debit","Denver","Branch"
"595.91","162","1","1673.76","19","Credit","San Antonio","ATM"
"6.03","70","1","3290.72","76","Debit","Chicago","Branch"
"249.34","197","1","3030.97","26","Debit","Charlotte","ATM"
"421.52","67","1","369.86","20","Debit","San Jose","Branch"
"189.77","24","1","6570.36","58","Debit","Raleigh","Branch"
"73.19","213","1","2264.98","76","Debit","Atlanta","Branch"
"188.13","198","1","5029.87","75","Credit","Jacksonville","Online"
"30.52","122","1","12327.74","62","Debit","Jacksonville","Branch"
"1235.69","118","1","420.25","20","Credit","San Jose","Branch"
"1159.39","150","1","6499.53","41","Debit","Oklahoma City","Online"
"170.24","133","1","5172.99","62","Debit","San Francisco","Branch"
"56.62","121","1","8981.1","54","Debit","Austin","Branch"
"53.14","70","1","7915.0","34","Debit","Las Vegas","ATM"
"587.23","144","1","500.84","27","Debit","Omaha","Online"
"146.15","75","1","13784.4","43","Debit","Phoenix","Branch"
"21.27","114","1","7392.79","62","Credit","Indianapolis","Online"
"1397.59","144","1","1134.79","26","Credit","Austin","ATM"
"76.02","189","1","14765.41","34","Credit","Albuquerque","Online"
"170.19","156","5","745.87","27","Credit","Los Angeles","Branch"
"155.51","15","1","5360.19","68","Debit","Raleigh","ATM"
"135.15","50","1","5878.14","72","Debit","Colorado Springs","Online"
"39.48","38","1","5889.51","56","Debit","Omaha","ATM"
"451.68","15","1","4381.54","33","Debit","Houston","Online"
"19.11","160","1","8478.46","49","Credit","Colorado Springs","Online"
"355.0","33","1","185.47","26","Credit","Fort Worth","Online"
"427.69","236","1","2443.54","43","Debit","Raleigh","ATM"
"254.86","102","1","699.9","23","Debit","Boston","Branch"
"19.48","114","1","4739.59","27","Debit","Dallas","ATM"
"190.17","265","1","12893.85","49","Debit","Baltimore","ATM"
"91.38","179","1","2402.58","65","Debit","Jacksonville","ATM"
"206.63","128","1","7626.53","59","Credit","Oklahoma City","Online"
"93.22","52","1","1014.63","52","Debit","Charlotte","Online"
"547.98","171","1","1358.54","28","Debit","Oklahoma City","ATM"
"641.06","25","1","1602.13","23","Debit","Colorado Springs","ATM"
"314.55","19","2","1105.89","27","Credit","Dallas","Branch"
"836.45","63","1","1731.89","61","Debit","Virginia Beach","Online"
"1095.09","52","1","8692.47","29","Debit","San Francisco","ATM"
"189.45","62","1","12578.75","53","Credit","Boston","Branch"
"91.84","80","1","1712.41","67","Credit","Mesa","Branch"
"609.52","169","1","3485.03","78","Debit","Washington","ATM"
"859.3","68","1","1146.78","78","Credit","Colorado Springs","Branch"
"100.01","63","1","6393.12","50","Debit","Philadelphia","ATM"
"28.78","51","1","680.55","40","Credit","Tucson","Online"
"111.08","83","1","7037.34","70","Debit","Chicago","Online"
"470.96","124","2","12991.03","69","Credit","Indianapolis","Online"
"52.23","96","1","105.01","28","Credit","San Francisco","Branch"
"78.62","52","1","1360.85","32","Debit","Oklahoma City","Branch"
"47.79","37","1","1649.92","25","Debit","Denver","Branch"
"333.97","45","1","5237.36","52","Debit","Fresno","Branch"
"30.87","295","1","14348.65","33","Debit","Fresno","ATM"
"710.43","115","1","5625.55","67","Debit","San Diego","Online"
"220.23","48","1","3438.02","41","Debit","Milwaukee","ATM"
"27.28","96","1","10668.24","29","Debit","Atlanta","ATM"
"101.52","98","1","2018.9","49","Debit","Tucson","ATM"
"162.65","147","1","9500.95","59","Debit","New York","ATM"
"10.52","30","1","2472.99","55","Debit","Kansas City","ATM"
"270.72","37","1","6522.47","38","Debit","Los Angeles","Branch"
"202.34","134","1","1223.45","20","Debit","New York","Online"
"247.58","152","1","778.74","39","Debit","San Antonio","ATM"
"686.17","96","1","2246.15","61","Debit","Denver","ATM"
"359.65","289","1","219.53","25","Credit","Jacksonville","Online"
"109.91","90","1","12896.06","38","Debit","Seattle","Branch"
"215.72","137","1","8697.11","30","Credit","Columbus","Branch"
"490.76","156","1","6414.11","66","Debit","Columbus","Online"
"224.28","68","1","5767.51","64","Debit","Chicago","Online"
"614.03","51","1","2815.86","68","Debit","Dallas","ATM"
"608.79","157","1","2991.17","55","Debit","Fort Worth","Online"
"186.55","288","1","224.65","48","Debit","Philadelphia","Branch"
"840.16","68","1","1236.76","20","Credit","Colorado Springs","Branch"
"203.34","66","1","13586.99","60","Debit","Phoenix","ATM"
"90.88","284","1","7117.35","26","Debit","Colorado Springs","ATM"
"60.11","122","1","7235.87","61","Credit","Albuquerque","Branch"
"393.92","47","1","7318.64","72","Debit","Memphis","Branch"
"19.39","45","1","9847.6","43","Debit","Colorado Springs","ATM"
"557.41","49","1","2968.75","80","Credit","Washington","Online"
"57.07","99","1","9323.71","31","Credit","Boston","Online"
"395.27","167","1","1764.08","18","Credit","Miami","Online"
"289.05","116","1","5683.49","75","Debit","New York","ATM"
"46.11","233","1","5225.73","33","Debit","San Francisco","Online"
"335.5","47","1","6445.4","63","Debit","Sacramento","ATM"
"388.07","68","1","289.71","24","Debit","Seattle","Online"
"520.86","66","1","9200.74","51","Credit","Sacramento","Online"
"787.41","39","1","300.87","25","Debit","Memphis","Online"
"31.7","121","1","743.9","48","Credit","Raleigh","ATM"
"22.3","90","1","1200.35","21","Debit","Philadelphia","ATM"
"203.12","181","1","1562.39","56","Debit","San Jose","ATM"
"315.94","172","1","7719.71","49","Credit","Raleigh","Branch"
"192.23","39","3","2610.67","54","Debit","Albuquerque","Online"
"1510.71","51","1","2060.02","66","Debit","Oklahoma City","Online"
"0.26","173","1","1833.67","20","Debit","Oklahoma City","Online"
"210.77","161","1","5396.65","71","Debit","Mesa","ATM"
"406.65","107","1","12995.7","57","Debit","Mesa","ATM"
"422.9","111","1","7616.43","40","Debit","Tucson","ATM"
"20.62","225","1","12500.8","35","Credit","Philadelphia","ATM"
"174.39","36","1","1127.08","19","Debit","San Francisco","ATM"
"7.86","91","1","3621.98","76","Credit","Sacramento","Branch"
"61.98","44","1","5212.28","49","Debit","Denver","Online"
"54.85","40","1","2727.45","58","Credit","San Francisco","Branch"
"204.7","95","5","5117.03","49","Debit","Oklahoma City","Branch"
"16.55","159","1","6089.79","26","Debit","Tucson","Branch"
"91.32","77","1","2618.1","58","Debit","Milwaukee","Branch"
"195.49","212","1","11988.12","31","Debit","Memphis","ATM"
"49.62","111","1","3841.42","55","Debit","Portland","ATM"
"487.16","84","1","321.21","28","Credit","Los Angeles","Branch"
"405.6","44","1","9754.73","37","Debit","Tucson","Online"
"512.95","143","1","9584.52","57","Debit","Columbus","Branch"
"345.94","163","1","7624.56","31","Debit","Portland","ATM"
"356.56","52","1","2485.73","47","Debit","New York","Online"
"10.31","280","1","2137.9","36","Debit","Louisville","Online"
"211.69","111","1","6412.85","30","Debit","Atlanta","Branch"
"221.49","196","1","707.25","23","Credit","Oklahoma City","Branch"
"278.23","83","1","8300.54","48","Debit","Fresno","Online"
"116.88","263","1","7717.34","45","Debit","Memphis","ATM"
"328.77","247","1","6967.03","39","Credit","San Diego","Online"
"77.53","55","1","5158.6","54","Debit","Louisville","Branch"
"421.74","103","1","12031.14","67","Debit","San Jose","Online"
"313.69","152","1","7093.68","73","Debit","Oklahoma City","Branch"
