"Customer_Type","Product","Category","Unit_Price","Quantity","Discount","Total_Price","Region"
"B2B","Coca-Cola","Soft Drinks","0.54","12","0.05","6.16","ThÃ¼ringen"
"B2B","Fritz-Kola","Soft Drinks","2.02","43","0.1","78.17","ThÃ¼ringen"
"B2C","Fritz-Kola","Soft Drinks","1.99","8","0.0","15.92","Mecklenburg-Vorpommern"
"B2C","Johnnie Walker","Alcoholic Beverages","35.52","12","0.0","426.24","Hessen"
"B2C","Vittel","Water","0.62","5","0.0","3.1","Hessen"
"B2C","Mango Juice","Juices","3.12","1","0.0","3.12","Hessen"
"B2C","Coca-Cola","Soft Drinks","1.14","14","0.0","15.96","Hessen"
"B2C","Granini Apple","Juices","1.59","6","0.0","9.54","Hessen"
"B2C","Hohes C Orange","Juices","1.86","15","0.0","27.9","Mecklenburg-Vorpommern"
"B2B","Havana Club","Alcoholic Beverages","16.22","6","0.1","87.59","Bremen"
"B2B","Volvic Touch","Water","0.57","74","0.1","37.96","Bremen"
"B2B","Riesling","Alcoholic Beverages","6.89","54","0.1","334.85","Bremen"
"B2B","Passion Fruit Juice","Juices","2.98","34","0.05","96.25","Bremen"
"B2B","Rauch Multivitamin","Juices","1.97","13","0.05","24.33","Bremen"
"B2B","Apollinaris","Water","1.5","89","0.15","113.48","Baden-WÃ¼rttemberg"
"B2B","Granini Apple","Juices","1.25","6","0.05","7.12","Baden-WÃ¼rttemberg"
"B2B","Tomato Juice","Juices","2.39","92","0.1","197.89","Baden-WÃ¼rttemberg"
"B2B","Coca-Cola","Soft Drinks","0.61","56","0.05","32.45","Baden-WÃ¼rttemberg"
"B2B","Jack Daniels","Alcoholic Beverages","22.04","40","0.1","793.44","Baden-WÃ¼rttemberg"
"B2B","Johnnie Walker","Alcoholic Beverages","26.93","49","0.1","1187.61","Hamburg"
"B2B","Sauvignon Blanc","Alcoholic Beverages","6.41","26","0.05","158.33","Hamburg"
"B2B","Evian","Water","1.22","44","0.1","48.31","Hamburg"
"B2B","Krombacher","Alcoholic Beverages","1.24","48","0.1","53.57","Hamburg"
"B2C","Mango Juice","Juices","3.12","5","0.0","15.6","Bayern"
"B2C","Veuve Clicquot","Alcoholic Beverages","106.01","13","0.0","1378.13","Bayern"
"B2C","Hohes C Orange","Juices","1.75","5","0.0","8.75","Bayern"
"B2C","Passion Fruit Juice","Juices","3.02","1","0.0","3.02","Bayern"
"B2C","Havana Club","Alcoholic Beverages","12.96","14","0.0","181.44","Bayern"
"B2C","Tomato Juice","Juices","3.33","9","0.0","29.97","Bayern"
"B2C","Apollinaris","Water","0.96","6","0.0","5.76","ThÃ¼ringen"
"B2C","Sprite","Soft Drinks","0.55","13","0.0","7.15","ThÃ¼ringen"
"B2C","Mountain Dew","Soft Drinks","0.96","12","0.0","11.52","ThÃ¼ringen"
"B2C","Hohes C Orange","Juices","1.8","8","0.0","14.4","ThÃ¼ringen"
"B2C","Cranberry Juice","Juices","3.56","15","0.0","53.4","ThÃ¼ringen"
"B2C","Monster","Soft Drinks","3.21","12","0.0","38.52","Bayern"
"B2C","Rauch Multivitamin","Juices","2.38","15","0.0","35.7","Bayern"
"B2C","KÃ¶lsch","Alcoholic Beverages","0.96","7","0.0","6.72","Bayern"
"B2C","Erdinger WeiÃŸbier","Alcoholic Beverages","1.98","4","0.0","7.92","Bayern"
"B2C","Coca-Cola","Soft Drinks","1.07","9","0.0","9.63","Mecklenburg-Vorpommern"
"B2C","Sauvignon Blanc","Alcoholic Beverages","8.83","10","0.0","88.3","Mecklenburg-Vorpommern"
"B2C","Vio Wasser","Water","1.66","4","0.0","6.64","Mecklenburg-Vorpommern"
"B2C","Mezzo Mix","Soft Drinks","0.61","14","0.0","8.54","Mecklenburg-Vorpommern"
"B2C","Volvic","Water","0.57","8","0.0","4.56","Mecklenburg-Vorpommern"
"B2B","Veuve Clicquot","Alcoholic Beverages","33.0","37","0.05","1159.95","ThÃ¼ringen"
"B2B","Erdinger WeiÃŸbier","Alcoholic Beverages","2.38","80","0.1","171.36","ThÃ¼ringen"
"B2B","San Pellegrino","Water","1.24","91","0.1","101.56","ThÃ¼ringen"
"B2B","Bacardi","Alcoholic Beverages","28.76","21","0.05","573.76","ThÃ¼ringen"
"B2C","Monster","Soft Drinks","3.21","2","0.0","6.42","Rheinland-Pfalz"
"B2C","Volvic","Water","0.57","4","0.0","2.28","Rheinland-Pfalz"
"B2C","Hohes C Orange","Juices","1.8","9","0.0","16.2","Rheinland-Pfalz"
"B2C","Cranberry Juice","Juices","3.56","14","0.0","49.84","Rheinland-Pfalz"
"B2B","Mango Juice","Juices","3.18","55","0.05","166.16","Hamburg"
"B2B","Vio Wasser","Water","0.72","10","0.1","6.48","Hamburg"
"B2B","Granini Apple","Juices","2.92","80","0.15","198.56","Hamburg"
"B2B","San Pellegrino","Water","0.43","44","0.1","17.03","Hamburg"
"B2C","Red Bull","Soft Drinks","2.28","1","0.0","2.28","Saarland"
"B2C","Mango Juice","Juices","3.21","4","0.0","12.84","Saarland"
"B2C","Sprite","Soft Drinks","0.55","3","0.0","1.65","Saarland"
"B2C","Rauch Multivitamin","Juices","2.31","9","0.0","20.79","Brandenburg"
"B2C","Schwip Schwap","Soft Drinks","1.2","8","0.0","9.6","Brandenburg"
"B2C","Havana Club","Alcoholic Beverages","12.58","8","0.0","100.64","Brandenburg"
"B2C","Club Mate","Soft Drinks","2.13","5","0.0","10.65","Brandenburg"
"B2C","Selters","Water","0.46","15","0.0","6.9","Brandenburg"
"B2C","Apollinaris","Water","0.93","4","0.0","3.72","Brandenburg"
"B2B","Volvic","Water","1.05","81","0.1","76.54","Bremen"
"B2B","Mountain Dew","Soft Drinks","1.25","17","0.05","20.19","Bremen"
"B2B","Beck's","Alcoholic Beverages","1.65","73","0.05","114.43","Bremen"
"B2B","Merlot","Alcoholic Beverages","13.33","89","0.15","1008.41","Bremen"
"B2B","Selters","Water","1.12","38","0.05","40.43","Schleswig-Holstein"
"B2B","Hohes C Orange","Juices","3.14","100","0.15","266.9","Sachsen-Anhalt"
"B2B","Jever","Alcoholic Beverages","1.05","3","0.05","2.99","Sachsen-Anhalt"
"B2B","Coca-Cola","Soft Drinks","1.12","86","0.1","86.69","Sachsen-Anhalt"
"B2C","Volvic Touch","Water","1.46","10","0.0","14.6","Bayern"
"B2C","Mango Juice","Juices","3.31","8","0.0","26.48","Brandenburg"
"B2C","Granini Apple","Juices","1.69","12","0.0","20.28","Brandenburg"
"B2C","Merlot","Alcoholic Beverages","4.48","9","0.0","40.32","Brandenburg"
"B2C","Rauch Multivitamin","Juices","2.45","12","0.0","29.4","Brandenburg"
"B2C","Riesling","Alcoholic Beverages","4.32","3","0.0","12.96","Brandenburg"
"B2B","Rauch Multivitamin","Juices","1.77","57","0.1","90.8","Saarland"
"B2B","Volvic Touch","Water","1.04","31","0.05","30.63","Saarland"
"B2B","Rockstar","Soft Drinks","3.02","82","0.1","222.88","Saarland"
"B2C","San Pellegrino","Water","0.86","7","0.0","6.02","Brandenburg"
"B2C","Volvic","Water","0.55","13","0.0","7.15","Brandenburg"
"B2C","Selters","Water","0.46","14","0.0","6.44","Brandenburg"
"B2C","KÃ¶lsch","Alcoholic Beverages","0.93","14","0.0","13.02","Brandenburg"
"B2B","Volvic","Water","1.01","61","0.1","55.45","ThÃ¼ringen"
"B2C","Mango Juice","Juices","3.31","4","0.0","13.24","Niedersachsen"
"B2C","Augustiner","Alcoholic Beverages","1.16","3","0.0","3.48","Niedersachsen"
"B2C","Bacardi","Alcoholic Beverages","14.26","7","0.0","99.82","Niedersachsen"
"B2C","Mountain Dew","Soft Drinks","0.96","14","0.0","13.44","Schleswig-Holstein"
"B2C","Tomato Juice","Juices","3.33","5","0.0","16.65","Schleswig-Holstein"
"B2C","KÃ¶lsch","Alcoholic Beverages","0.96","10","0.0","9.6","Schleswig-Holstein"
"B2C","Rauch Multivitamin","Juices","2.38","15","0.0","35.7","Schleswig-Holstein"
"B2B","Selters","Water","1.24","89","0.1","99.32","Bayern"
"B2B","Augustiner","Alcoholic Beverages","1.28","33","0.05","40.13","Bayern"
"B2C","Mango Juice","Juices","3.31","4","0.0","13.24","Hamburg"
"B2C","Fanta","Soft Drinks","1.23","1","0.0","1.23","Hamburg"
"B2C","Vio Wasser","Water","1.61","9","0.0","14.49","Berlin"
"B2B","Tomato Juice","Juices","2.76","33","0.05","86.53","Rheinland-Pfalz"
"B2B","Havana Club","Alcoholic Beverages","45.97","86","0.1","3558.08","Brandenburg"
"B2B","Granini Apple","Juices","1.89","69","0.1","117.37","Brandenburg"
"B2B","Selters","Water","0.55","23","0.05","12.02","Brandenburg"
"B2B","Granini Apple","Juices","1.79","87","0.05","147.94","Nordrhein-Westfalen"
"B2B","Pepsi","Soft Drinks","1.03","66","0.1","61.18","Nordrhein-Westfalen"
"B2B","Sprite","Soft Drinks","0.75","19","0.05","13.54","Nordrhein-Westfalen"
"B2B","Fanta","Soft Drinks","0.62","4","0.1","2.23","Nordrhein-Westfalen"
"B2B","Rauch Multivitamin","Juices","2.91","46","0.1","120.47","Nordrhein-Westfalen"
"B2C","Chardonnay","Alcoholic Beverages","5.03","3","0.0","15.09","Hessen"
"B2C","Hohes C Orange","Juices","1.86","12","0.0","22.32","Hessen"
"B2C","RotkÃ¤ppchen Sekt","Alcoholic Beverages","8.54","1","0.0","8.54","Hamburg"
"B2C","Rauch Multivitamin","Juices","2.45","7","0.0","17.15","Hamburg"
"B2C","Passion Fruit Juice","Juices","3.11","8","0.0","24.88","Hamburg"
"B2B","Granini Apple","Juices","1.31","3","0.05","3.73","Saarland"
"B2B","Gerolsteiner","Water","0.39","10","0.05","3.7","Saarland"
"B2B","Tanqueray","Alcoholic Beverages","37.18","72","0.1","2409.26","ThÃ¼ringen"
"B2B","Selters","Water","1.27","85","0.15","91.76","Sachsen"
"B2C","Volvic Touch","Water","1.46","3","0.0","4.38","Saarland"
"B2C","Gerolsteiner","Water","1.07","14","0.0","14.98","Saarland"
"B2C","Selters","Water","0.46","4","0.0","1.84","Saarland"
"B2C","Passion Fruit Juice","Juices","2.93","13","0.0","38.09","Saarland"
"B2C","Fritz-Kola","Soft Drinks","1.99","15","0.0","29.85","Saarland"
"B2C","Mango Juice","Juices","3.12","11","0.0","34.32","Saarland"
"B2C","Fritz-Kola","Soft Drinks","1.99","4","0.0","7.96","Mecklenburg-Vorpommern"
"B2C","Mango Juice","Juices","3.12","2","0.0","6.24","Mecklenburg-Vorpommern"
"B2C","San Pellegrino","Water","0.86","2","0.0","1.72","Mecklenburg-Vorpommern"
"B2C","Volvic","Water","0.57","11","0.0","6.27","Bayern"
"B2C","Riesling","Alcoholic Beverages","4.19","14","0.0","58.66","Bayern"
"B2C","Evian","Water","1.26","10","0.0","12.6","Bayern"
"B2C","Schwip Schwap","Soft Drinks","1.24","7","0.0","8.68","Bayern"
"B2B","Selters","Water","0.76","71","0.15","45.87","ThÃ¼ringen"
"B2B","Coca-Cola","Soft Drinks","1.19","70","0.1","74.97","ThÃ¼ringen"
"B2B","Evian","Water","0.77","59","0.15","38.62","ThÃ¼ringen"
"B2B","Fritz-Kola","Soft Drinks","2.45","32","0.15","66.64","ThÃ¼ringen"
"B2C","Volvic","Water","0.55","13","0.0","7.15","Saarland"
"B2C","Tomato Juice","Juices","3.23","15","0.0","48.45","Saarland"
"B2B","RotkÃ¤ppchen Sekt","Alcoholic Beverages","7.56","53","0.05","380.65","Berlin"
"B2B","Sprite","Soft Drinks","0.6","3","0.05","1.71","Berlin"
"B2B","Havana Club","Alcoholic Beverages","42.79","68","0.05","2764.23","Berlin"
"B2B","Red Bull","Soft Drinks","3.13","43","0.05","127.86","Hamburg"
"B2B","Mezzo Mix","Soft Drinks","1.02","83","0.1","76.19","Hamburg"
"B2B","Sprite","Soft Drinks","1.01","99","0.1","89.99","Hamburg"
"B2B","Augustiner","Alcoholic Beverages","2.29","29","0.05","63.09","Hamburg"
"B2B","Sauvignon Blanc","Alcoholic Beverages","10.5","84","0.1","793.8","Hamburg"
"B2B","Coca-Cola","Soft Drinks","0.86","18","0.05","14.71","Bremen"
"B2B","Apollinaris","Water","0.57","72","0.05","38.99","Bremen"
"B2B","Tanqueray","Alcoholic Beverages","22.57","5","0.05","107.21","Bremen"
"B2B","Selters","Water","0.32","37","0.05","11.25","Bremen"
"B2B","Apollinaris","Water","1.42","65","0.1","83.07","Sachsen-Anhalt"
"B2B","Red Bull","Soft Drinks","2.71","93","0.1","226.83","Sachsen-Anhalt"
"B2B","Pepsi","Soft Drinks","1.32","68","0.1","80.78","Sachsen-Anhalt"
"B2B","KÃ¶lsch","Alcoholic Beverages","1.2","13","0.05","14.82","Sachsen-Anhalt"
"B2B","Gerolsteiner","Water","1.42","95","0.1","121.41","Niedersachsen"
"B2B","Hohes C Orange","Juices","1.08","44","0.05","45.14","Niedersachsen"
"B2B","Mountain Dew","Soft Drinks","1.27","59","0.05","71.18","Sachsen-Anhalt"
"B2B","Red Bull","Soft Drinks","2.45","1","0.05","2.33","Sachsen-Anhalt"
"B2C","Gerolsteiner","Water","1.07","3","0.0","3.21","Bayern"
"B2C","Red Bull","Soft Drinks","2.35","9","0.0","21.15","Hessen"
"B2C","MoÃ«t & Chandon","Alcoholic Beverages","60.58","2","0.0","121.16","Hessen"
"B2C","Schwip Schwap","Soft Drinks","1.27","11","0.0","13.97","Hessen"
"B2C","Schwip Schwap","Soft Drinks","1.2","5","0.0","6.0","Hessen"
"B2C","Passion Fruit Juice","Juices","2.93","3","0.0","8.79","Hessen"
"B2C","Warsteiner","Alcoholic Beverages","1.02","4","0.0","4.08","ThÃ¼ringen"
"B2C","Augustiner","Alcoholic Beverages","1.09","14","0.0","15.26","ThÃ¼ringen"
"B2B","Vio Wasser","Water","0.84","37","0.1","27.97","Bayern"
"B2B","Vittel","Water","0.44","26","0.05","10.87","Bayern"
"B2B","MoÃ«t & Chandon","Alcoholic Beverages","35.63","3","0.05","101.55","Bayern"
"B2B","Chardonnay","Alcoholic Beverages","9.68","79","0.1","688.25","Bayern"
"B2B","Fanta","Soft Drinks","1.01","65","0.1","59.09","Bayern"
"B2C","Tomato Juice","Juices","3.43","13","0.0","44.59","Baden-WÃ¼rttemberg"
"B2C","Vittel","Water","0.65","4","0.0","2.6","Baden-WÃ¼rttemberg"
"B2B","Coca-Cola","Soft Drinks","0.62","54","0.15","28.46","ThÃ¼ringen"
"B2B","Mountain Dew","Soft Drinks","0.97","49","0.1","42.78","ThÃ¼ringen"
"B2B","Selters","Water","0.45","64","0.1","25.92","ThÃ¼ringen"
"B2B","Fritz-Kola","Soft Drinks","2.27","6","0.05","12.94","ThÃ¼ringen"
"B2B","Vittel","Water","0.52","64","0.1","29.95","ThÃ¼ringen"
"B2C","Cranberry Juice","Juices","3.67","8","0.0","29.36","Saarland"
"B2C","Granini Apple","Juices","1.69","5","0.0","8.45","Saarland"
"B2C","Tomato Juice","Juices","3.43","12","0.0","41.16","Saarland"
"B2B","Vio Wasser","Water","1.46","61","0.1","80.15","Baden-WÃ¼rttemberg"
"B2B","Sauvignon Blanc","Alcoholic Beverages","9.73","31","0.05","286.55","Baden-WÃ¼rttemberg"
"B2B","Chardonnay","Alcoholic Beverages","11.88","99","0.1","1058.51","Baden-WÃ¼rttemberg"
"B2B","Mango Juice","Juices","2.55","38","0.05","92.06","Rheinland-Pfalz"
"B2B","KÃ¶lsch","Alcoholic Beverages","2.03","56","0.1","102.31","Rheinland-Pfalz"
"B2B","Krombacher","Alcoholic Beverages","1.09","16","0.1","15.7","Rheinland-Pfalz"
"B2B","Gerolsteiner","Water","1.26","47","0.05","56.26","Rheinland-Pfalz"
"B2B","Volvic Touch","Water","1.11","49","0.1","48.95","Rheinland-Pfalz"
"B2C","San Pellegrino","Water","0.86","12","0.0","10.32","Hamburg"
"B2C","Fritz-Kola","Soft Drinks","1.99","5","0.0","9.95","Hamburg"
"B2C","Passion Fruit Juice","Juices","3.11","4","0.0","12.44","Rheinland-Pfalz"
"B2B","Merlot","Alcoholic Beverages","3.73","5","0.05","17.72","Schleswig-Holstein"
"B2B","Krombacher","Alcoholic Beverages","2.24","95","0.15","180.88","Hessen"
"B2C","Tanqueray","Alcoholic Beverages","34.61","2","0.0","69.22","Brandenburg"
"B2C","MoÃ«t & Chandon","Alcoholic Beverages","58.82","10","0.0","588.2","Brandenburg"
"B2C","Tomato Juice","Juices","3.23","4","0.0","12.92","Bayern"
"B2C","Hohes C Orange","Juices","1.86","3","0.0","5.58","Bremen"
"B2C","Pepsi","Soft Drinks","1.58","11","0.0","17.38","Bremen"
"B2C","Vittel","Water","0.59","14","0.0","8.26","Bremen"
"B2C","Passion Fruit Juice","Juices","3.11","8","0.0","24.88","Bremen"
"B2C","Granini Apple","Juices","1.64","9","0.0","14.76","Bremen"
"B2C","Vio Wasser","Water","1.66","11","0.0","18.26","Bremen"
"B2C","Passion Fruit Juice","Juices","3.11","8","0.0","24.88","Bremen"
"B2C","Gerolsteiner","Water","1.07","12","0.0","12.84","Bremen"
"B2C","Tomato Juice","Juices","3.43","1","0.0","3.43","Bremen"
"B2C","San Pellegrino","Water","0.91","14","0.0","12.74","Bremen"
"B2C","Club Mate","Soft Drinks","2.26","2","0.0","4.52","Bremen"
"B2B","Cranberry Juice","Juices","3.52","87","0.1","275.62","Bremen"
"B2B","Hohes C Orange","Juices","2.88","92","0.1","238.46","Bremen"
"B2C","Vittel","Water","0.56","8","0.0","4.48","Bremen"
"B2C","Sauvignon Blanc","Alcoholic Beverages","8.57","12","0.0","102.84","Bremen"
"B2C","Coca-Cola","Soft Drinks","1.04","2","0.0","2.08","Bremen"
"B2C","San Pellegrino","Water","0.86","11","0.0","9.46","Bremen"
"B2C","Sprite","Soft Drinks","0.53","9","0.0","4.77","Bremen"
"B2C","Cranberry Juice","Juices","3.67","2","0.0","7.34","Baden-WÃ¼rttemberg"
"B2C","Monster","Soft Drinks","3.31","9","0.0","29.79","Baden-WÃ¼rttemberg"
"B2B","Schwip Schwap","Soft Drinks","0.89","55","0.1","44.06","Hamburg"
"B2B","Volvic","Water","0.34","28","0.05","9.04","Hamburg"
"B2B","Vio Wasser","Water","0.77","3","0.05","2.19","Hamburg"
"B2B","Beck's","Alcoholic Beverages","1.02","26","0.05","25.19","Hamburg"
"B2C","Pepsi","Soft Drinks","1.58","8","0.0","12.64","ThÃ¼ringen"
"B2C","Vio Wasser","Water","1.71","11","0.0","18.81","ThÃ¼ringen"
"B2C","Veuve Clicquot","Alcoholic Beverages","112.46","13","0.0","1461.98","ThÃ¼ringen"
"B2C","Cranberry Juice","Juices","3.67","15","0.0","55.05","ThÃ¼ringen"
"B2C","Red Bull","Soft Drinks","2.35","5","0.0","11.75","ThÃ¼ringen"
"B2C","Tanqueray","Alcoholic Beverages","35.65","5","0.0","178.25","Rheinland-Pfalz"
"B2C","Mezzo Mix","Soft Drinks","0.63","10","0.0","6.3","Rheinland-Pfalz"
"B2B","Volvic","Water","0.35","40","0.05","13.3","Hessen"
"B2B","Pepsi","Soft Drinks","0.96","31","0.05","28.27","Hessen"
"B2B","Monster","Soft Drinks","2.34","21","0.05","46.68","Hessen"
"B2B","Vio Wasser","Water","1.95","27","0.05","50.02","Hessen"
"B2C","Fanta","Soft Drinks","1.19","14","0.0","16.66","Saarland"
"B2C","Granini Apple","Juices","1.64","4","0.0","6.56","Saarland"
"B2C","Havana Club","Alcoholic Beverages","12.58","10","0.0","125.8","Schleswig-Holstein"
"B2C","Schwip Schwap","Soft Drinks","1.2","3","0.0","3.6","Schleswig-Holstein"
"B2C","Beck's","Alcoholic Beverages","1.41","11","0.0","15.51","Schleswig-Holstein"
"B2C","Havana Club","Alcoholic Beverages","13.35","9","0.0","120.15","Schleswig-Holstein"
"B2C","Warsteiner","Alcoholic Beverages","1.08","8","0.0","8.64","Schleswig-Holstein"
"B2C","Mountain Dew","Soft Drinks","0.99","9","0.0","8.91","Schleswig-Holstein"
"B2B","Beck's","Alcoholic Beverages","1.05","8","0.05","7.98","Bremen"
"B2B","Coca-Cola","Soft Drinks","1.24","47","0.05","55.37","Bremen"
"B2B","Chardonnay","Alcoholic Beverages","5.62","12","0.05","64.07","Bremen"
"B2B","Granini Apple","Juices","1.34","17","0.05","21.64","Bremen"
"B2C","Mango Juice","Juices","3.12","14","0.0","43.68","Sachsen"
"B2C","Red Bull","Soft Drinks","2.22","1","0.0","2.22","Sachsen"
"B2C","Sprite","Soft Drinks","0.53","9","0.0","4.77","Sachsen"
"B2C","Volvic Touch","Water","1.38","11","0.0","15.18","Sachsen"
"B2C","Granini Apple","Juices","1.59","3","0.0","4.77","ThÃ¼ringen"
"B2C","Evian","Water","1.23","5","0.0","6.15","ThÃ¼ringen"
"B2C","Volvic","Water","0.57","14","0.0","7.98","Sachsen-Anhalt"
"B2C","Bacardi","Alcoholic Beverages","13.84","7","0.0","96.88","Sachsen-Anhalt"
"B2C","Rauch Multivitamin","Juices","2.38","12","0.0","28.56","Sachsen-Anhalt"
"B2C","Hohes C Orange","Juices","1.8","12","0.0","21.6","Sachsen-Anhalt"
"B2C","Jack Daniels","Alcoholic Beverages","50.25","10","0.0","502.5","Sachsen-Anhalt"
"B2C","Mountain Dew","Soft Drinks","0.96","3","0.0","2.88","Hamburg"
"B2C","San Pellegrino","Water","0.89","2","0.0","1.78","Hamburg"
"B2C","Red Bull","Soft Drinks","2.35","2","0.0","4.7","Berlin"
"B2C","Club Mate","Soft Drinks","2.13","3","0.0","6.39","Baden-WÃ¼rttemberg"
"B2C","Monster","Soft Drinks","3.12","8","0.0","24.96","Baden-WÃ¼rttemberg"
"B2C","Rockstar","Soft Drinks","2.21","11","0.0","24.31","Baden-WÃ¼rttemberg"
"B2C","Red Bull","Soft Drinks","2.22","3","0.0","6.66","Baden-WÃ¼rttemberg"
"B2C","Volvic Touch","Water","1.38","8","0.0","11.04","Baden-WÃ¼rttemberg"
"B2C","Sprite","Soft Drinks","0.56","4","0.0","2.24","Schleswig-Holstein"
"B2C","Rockstar","Soft Drinks","2.34","8","0.0","18.72","Schleswig-Holstein"
"B2C","Erdinger WeiÃŸbier","Alcoholic Beverages","2.04","7","0.0","14.28","Schleswig-Holstein"
"B2B","Passion Fruit Juice","Juices","3.11","20","0.05","59.09","Baden-WÃ¼rttemberg"
"B2B","Cranberry Juice","Juices","2.13","1","0.05","2.02","Baden-WÃ¼rttemberg"
"B2B","Fanta","Soft Drinks","0.66","14","0.05","8.78","Baden-WÃ¼rttemberg"
"B2B","Mountain Dew","Soft Drinks","0.93","67","0.1","56.08","Baden-WÃ¼rttemberg"
"B2C","Hohes C Orange","Juices","1.75","3","0.0","5.25","Niedersachsen"
"B2C","Passion Fruit Juice","Juices","2.93","2","0.0","5.86","Sachsen-Anhalt"
"B2C","Fritz-Kola","Soft Drinks","1.99","13","0.0","25.87","Sachsen-Anhalt"
"B2C","MoÃ«t & Chandon","Alcoholic Beverages","57.11","6","0.0","342.66","Sachsen-Anhalt"
"B2C","Johnnie Walker","Alcoholic Beverages","35.52","10","0.0","355.2","Niedersachsen"
"B2C","Selters","Water","0.46","12","0.0","5.52","Niedersachsen"
"B2C","Passion Fruit Juice","Juices","2.93","3","0.0","8.79","Niedersachsen"
"B2C","Red Bull","Soft Drinks","2.22","5","0.0","11.1","Niedersachsen"
"B2C","San Pellegrino","Water","0.86","10","0.0","8.6","Niedersachsen"
"B2B","Rockstar","Soft Drinks","2.46","2","0.05","4.67","Brandenburg"
"B2B","Apollinaris","Water","0.49","45","0.1","19.85","Brandenburg"
"B2B","Mango Juice","Juices","2.7","34","0.05","87.21","Brandenburg"
"B2C","Volvic","Water","0.58","11","0.0","6.38","Hamburg"
"B2B","Pepsi","Soft Drinks","0.97","68","0.05","62.66","Brandenburg"
"B2C","Tomato Juice","Juices","3.33","15","0.0","49.95","Baden-WÃ¼rttemberg"
"B2C","Beck's","Alcoholic Beverages","1.51","10","0.0","15.1","Baden-WÃ¼rttemberg"
"B2B","Tomato Juice","Juices","2.87","61","0.15","148.81","Saarland"
"B2B","Hohes C Orange","Juices","1.15","41","0.05","44.79","Saarland"
"B2B","Passion Fruit Juice","Juices","2.44","1","0.1","2.2","Saarland"
"B2B","Schwip Schwap","Soft Drinks","0.87","64","0.05","52.9","Saarland"
"B2C","Granini Apple","Juices","1.64","1","0.0","1.64","Schleswig-Holstein"
"B2B","Vio Wasser","Water","0.79","98","0.15","65.81","Brandenburg"
"B2C","Erdinger WeiÃŸbier","Alcoholic Beverages","2.18","4","0.0","8.72","Nordrhein-Westfalen"
"B2C","Merlot","Alcoholic Beverages","4.35","6","0.0","26.1","Nordrhein-Westfalen"
"B2C","Schwip Schwap","Soft Drinks","1.24","7","0.0","8.68","Nordrhein-Westfalen"
"B2C","Coca-Cola","Soft Drinks","1.18","13","0.0","15.34","Nordrhein-Westfalen"
"B2C","Rauch Multivitamin","Juices","2.38","12","0.0","28.56","Nordrhein-Westfalen"
"B2B","Hohes C Orange","Juices","3.18","86","0.1","246.13","Bayern"
"B2B","Rockstar","Soft Drinks","2.57","22","0.1","50.89","Hessen"
"B2B","Volvic","Water","0.35","33","0.05","10.97","Hessen"
"B2B","Vittel","Water","0.47","4","0.05","1.79","Hessen"
"B2B","Mango Juice","Juices","2.56","27","0.05","65.66","Hessen"
"B2B","Havana Club","Alcoholic Beverages","33.93","83","0.1","2534.57","Hessen"
"B2B","Cranberry Juice","Juices","3.57","78","0.1","250.61","Sachsen-Anhalt"
"B2B","Passion Fruit Juice","Juices","2.86","23","0.15","55.91","Sachsen-Anhalt"
"B2C","MoÃ«t & Chandon","Alcoholic Beverages","60.58","8","0.0","484.64","Niedersachsen"
"B2C","Augustiner","Alcoholic Beverages","1.16","11","0.0","12.76","Niedersachsen"
"B2C","Vittel","Water","0.59","4","0.0","2.36","Niedersachsen"
"B2B","Gerolsteiner","Water","1.22","79","0.15","81.92","Bremen"
"B2B","Evian","Water","1.4","95","0.15","113.05","Bremen"
"B2B","Passion Fruit Juice","Juices","2.24","3","0.05","6.38","Bremen"
"B2B","Mountain Dew","Soft Drinks","0.78","29","0.1","20.36","Bremen"
"B2B","Cranberry Juice","Juices","3.42","75","0.05","243.68","Bremen"
"B2B","Gerolsteiner","Water","1.36","68","0.1","83.23","Saarland"
"B2B","Passion Fruit Juice","Juices","2.8","37","0.05","98.42","Saarland"
"B2B","Granini Apple","Juices","1.68","50","0.1","75.6","Saarland"
"B2B","Mezzo Mix","Soft Drinks","1.17","95","0.05","105.59","Saarland"
"B2B","Volvic","Water","0.47","50","0.1","21.15","Saarland"
"B2B","Augustiner","Alcoholic Beverages","2.28","91","0.1","186.73","Bayern"
"B2C","Red Bull","Soft Drinks","2.28","10","0.0","22.8","Hamburg"
"B2C","Fritz-Kola","Soft Drinks","2.05","8","0.0","16.4","Hamburg"
"B2C","Fanta","Soft Drinks","1.19","4","0.0","4.76","Hamburg"
"B2C","Schwip Schwap","Soft Drinks","1.24","6","0.0","7.44","Hamburg"
"B2C","Volvic Touch","Water","1.38","1","0.0","1.38","Schleswig-Holstein"
"B2C","Passion Fruit Juice","Juices","2.93","12","0.0","35.16","Schleswig-Holstein"
"B2C","Merlot","Alcoholic Beverages","4.22","9","0.0","37.98","Schleswig-Holstein"
"B2B","Passion Fruit Juice","Juices","2.78","37","0.05","97.72","Schleswig-Holstein"
"B2B","Tomato Juice","Juices","1.97","55","0.05","102.93","Schleswig-Holstein"
"B2C","Sprite","Soft Drinks","0.55","9","0.0","4.95","Sachsen"
"B2C","Rockstar","Soft Drinks","2.21","14","0.0","30.94","Saarland"
"B2C","Hohes C Orange","Juices","1.75","11","0.0","19.25","Saarland"
"B2B","Evian","Water","1.36","62","0.1","75.89","Baden-WÃ¼rttemberg"
